Observación;MUESTRA;PROYECTO;TIPO PELIGRO;PELIGRO ESPECIFICO;LONGITUD;LATITUD
1;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.54638203;-16.07900797
2;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.38954491;-16.21706803
3;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.7054335;-16.94016006
4;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.69958653;-16.99189238
5;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-70.35353541;-16.02410529
6;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-69.70587749;-16.88790377
7;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-69.701967;-16.9094302
8;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-70.34323134;-16.14018471
9;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-70.33636818;-16.14024592
10;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-70.32777038;-16.13539188
11;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-70.41198971;-16.12728611
12;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-70.33989778;-16.07263598
13;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-69.66588366;-16.53397774
14;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-69.66068118;-16.52529831
15;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-69.65004575;-16.47215234
16;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-70.33971335;-16.13848959
17;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación;-69.55957475;-16.08238194
18;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación;-69.02808946;-16.3531526
19;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-70.11214111;-17.48858086
20;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Lodo;-69.80782217;-17.62381843
21;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Arenamiento;-74.64082266;-15.6251068
22;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.26935728;-14.51346304
23;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.57880986;-14.59084674
24;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.25251357;-14.38070842
25;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.18736537;-14.66599311
26;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.2652372;-14.61207949
27;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.14179474;-14.1856901
28;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.07632851;-14.21140871
29;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.28438619;-14.11564049
30;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.32427476;-14.20013281
31;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.16361887;-14.34699137
32;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.16704378;-14.36354772
33;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.16905218;-14.37079338
34;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.20963966;-14.42441782
35;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.22152998;-14.44053183
36;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-71.40985756;-15.51577314
37;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.63455356;-15.68879576
38;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-70.27097305;-14.37959685
39;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-69.49298232;-14.39048921
40;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-69.60286055;-14.37667275
41;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-71.71833419;-15.64350675
42;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-71.77453946;-15.64004763
43;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-71.72695917;-15.64654268
44;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.00289564;-15.8230624
45;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.0317428;-15.80376384
46;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.03595125;-15.79966709
47;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.14896062;-15.21872825
48;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.46506537;-15.41810538
49;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.9630658;-14.68843091
50;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.66096257;-15.24566875
51;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.56161937;-15.28989493
52;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.14014551;-14.06823029
53;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.72759207;-14.22804776
54;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.72152165;-14.21360025
55;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.2435008;-15.77644266
56;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.14864608;-15.72036145
57;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.51690276;-15.25501884
58;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.6578437;-15.18262281
59;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.78863435;-15.22774536
60;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.78305794;-15.23047696
61;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.73296071;-15.28036813
62;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.8139448;-15.02876775
63;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.57447715;-15.16454981
64;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.18184606;-15.17334519
65;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.17686142;-14.94745874
66;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.12356971;-14.99445345
67;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.12709039;-14.95991336
68;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.84557341;-14.97236697
69;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.87071151;-14.9104092
70;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.7208861;-14.36548218
71;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.26418515;-14.5402281
72;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.13347949;-14.39763703
73;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.04760451;-14.25092144
74;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.02233275;-14.25044214
75;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.21784028;-14.30814457
76;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.3622191;-14.22255804
77;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.02599187;-14.07250339
78;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.0289848;-14.08036049
79;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.06382775;-14.16048313
80;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.10762966;-14.23713319
81;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.11070199;-14.26451034
82;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.12991022;-14.31171672
83;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.89263535;-14.24518052
84;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.86249151;-14.25716351
85;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.81368292;-14.4141757
86;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.82001412;-14.39714614
87;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.23612492;-14.10511037
88;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.8306016;-15.16876182
89;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.02487525;-14.59349545
90;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.89742756;-14.34058726
91;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.41737262;-15.49252011
92;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-72.40026811;-15.32420912
93;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-72.58007869;-14.65928974
94;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-72.67929768;-14.18621892
95;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-72.57693966;-14.0638687
96;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-72.65057689;-14.45892357
97;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-74.26501973;-14.61046953
98;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-73.364364;-14.21161797
99;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-74.82699626;-14.3766991
100;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Hundimiento;-72.11088305;-15.72111766
101;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación;-73.8395648;-14.97392044
102;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación;-75.17632096;-14.53721243
103;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-73.85938234;-15.73994608
104;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-74.89417516;-14.8090415
105;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-75.68696321;-14.34575795
106;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-75.72995129;-13.99091532
107;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-75.72995129;-13.99091532
108;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-73.95263741;-14.22532332
109;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-75.02168395;-14.06570427
110;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.44714976;-15.91868822
111;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-75.73089138;-14.09178642
112;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-73.92363993;-15.54554736
113;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-74.80276402;-14.54028796
114;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-75.70198028;-14.02767875
115;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-74.41589348;-15.44167306
116;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-75.35034349;-14.77409011
117;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.56927246;-14.25650107
118;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.56530121;-14.42278254
119;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.38512552;-15.03316409
120;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.37132888;-14.36745705
121;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.68084648;-14.85405046
122;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.93106861;-15.43375357
123;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.67614474;-15.24104904
124;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.6648802;-15.25074698
125;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.27729714;-14.41376908
126;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.63044804;-14.45729359
127;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.62623429;-14.44351703
128;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.5909508;-14.43275864
129;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.50807909;-14.42972395
130;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.78519205;-14.28580955
131;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.451265;-14.61733002
132;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-71.72612441;-15.6440422
133;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-71.59462294;-14.94637944
134;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-71.8081256;-15.21329675
135;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-71.70902135;-15.1107322
136;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-71.6748574;-15.06281468
137;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-71.60824376;-15.57616946
138;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-71.90361983;-14.49667693
139;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-71.18958081;-15.93419141
140;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.72257678;-15.64167798
141;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.66249053;-15.6619067
142;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.53298574;-15.69112211
143;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.67802941;-14.42812673
144;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.77514595;-14.61325982
145;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.95279602;-14.69446382
146;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-69.24639259;-14.09701811
147;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-69.16110039;-14.04481892
148;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-69.65880754;-14.3738565
149;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-71.47277967;-15.01071586
150;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.61974919;-15.24668063
151;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.62485006;-15.25266297
152;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.64359536;-15.75994307
153;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.80416476;-15.96109389
154;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-69.88655258;-14.69066576
155;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.64883806;-14.11138913
156;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-69.18985602;-14.06451846
157;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-69.04446978;-14.11160702
158;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-69.53577726;-14.44374
159;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.40799837;-15.85515757
160;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.57894333;-15.23627046
161;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.19094763;-15.45003819
162;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.33437131;-15.30902957
163;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.03963816;-15.11163831
164;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.02382863;-15.06111407
165;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.69855067;-15.73060228
166;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.75654516;-15.85575647
167;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.75760244;-15.66192311
168;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-69.43896629;-15.41635035
169;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-69.38694121;-15.47043807
170;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.40533848;-14.85351841
171;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.71609857;-14.36257953
172;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.58137909;-14.26634204
173;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.80370174;-14.97513628
174;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.78422104;-15.1459845
175;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.50449339;-15.72265189
176;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.71710438;-15.56041405
177;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.74637909;-15.57031749
178;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.7833174;-15.60165503
179;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.81562422;-15.68438512
180;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.59582743;-14.85013794
181;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.56183685;-14.87714472
182;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.53389128;-14.86046313
183;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.2082671;-14.66150871
184;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.20100354;-14.65937738
185;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.45229074;-14.94735637
186;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.08890947;-14.40641747
187;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.14539403;-14.15655342
188;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.14801277;-14.15456728
189;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.33235306;-14.48308354
190;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.44121599;-14.08070927
191;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.90831053;-14.40578647
192;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.83891408;-14.93239804
193;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.0458074;-14.74537294
194;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.06727159;-14.73848468
195;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.77750231;-15.01198673
196;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.42162329;-14.92972341
197;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.42864332;-14.92977722
198;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.23967426;-14.73124554
199;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.21819683;-14.74173354
200;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Arenamiento;-74.51840215;-15.67459471
201;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-74.81900771;-14.40283257
202;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-74.64217665;-15.26562293
203;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-75.13004469;-14.93501071
204;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.39642762;-15.41237022
205;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.01123415;-14.01310388
206;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.15063504;-14.38719798
207;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.1051993;-14.2020143
208;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-72.50981202;-15.70248707
209;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-72.51365858;-15.67903513
210;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-72.58088572;-15.70292452
211;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-72.11045646;-15.71765323
212;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-72.28028615;-15.51609343
213;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-72.24382223;-15.73510297
214;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.5005726;-15.6801416
215;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.48961781;-15.66937498
216;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.26161668;-15.04111065
217;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.86139723;-15.23226925
218;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.4311556;-15.72848494
219;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.113537;-14.51468965
